"Station_code","Station_name","Lat","Long","Species","Tissue","Substance","Year","Conc","Limit_of_quantification","Body_length"
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB101",2010,11,"Over LOQ",445
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB101",2011,13,"Under LOQ",490
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB101",2012,4,"Over LOQ",500
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB101",2013,7.9,"Over LOQ",595
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB101",2014,4.25,"Over LOQ",NA
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB101",2015,2.6,"Over LOQ",620
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB101",2016,4.2,"Over LOQ",650
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB101",2017,6.99,"Over LOQ",620
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB101",2018,5.3,"Over LOQ",540
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB101",2019,6.88,"Over LOQ",NA
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB101",2020,5.1,"Over LOQ",527.5
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB118",1990,34,"Over LOQ",520
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB118",1991,36,"Over LOQ",440
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB118",1992,35,"Over LOQ",510
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB118",1993,32,"Over LOQ",540
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB118",1994,19,"Over LOQ",560
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB118",1995,25,"Over LOQ",560
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB118",1996,26,"Over LOQ",540
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB118",1997,17,"Over LOQ",480
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB118",1998,24,"Over LOQ",535
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB118",1999,26,"Over LOQ",490
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB118",2000,26,"Over LOQ",570
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB118",2001,20.5,"Over LOQ",595
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB118",2002,15,"Over LOQ",540
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB118",2003,15,"Over LOQ",525
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB118",2004,31,"Over LOQ",535
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB118",2005,28,"Over LOQ",505
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB118",2006,19,"Over LOQ",495
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB118",2007,21,"Over LOQ",610
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB118",2008,7.95,"Over LOQ",563.5
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB118",2009,11,"Over LOQ",500
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB118",2010,13,"Over LOQ",445
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB118",2011,17,"Over LOQ",490
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB118",2012,15,"Over LOQ",500
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB118",2013,17,"Over LOQ",595
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB118",2014,14,"Over LOQ",NA
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB118",2015,10,"Over LOQ",620
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB118",2016,11,"Over LOQ",650
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB118",2017,16.3,"Over LOQ",620
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB118",2018,13.15,"Over LOQ",540
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB118",2019,17.4,"Over LOQ",NA
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB118",2020,16.6,"Over LOQ",527.5
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB138",1990,45,"Over LOQ",520
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB138",1991,69.5,"Over LOQ",440
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB138",1992,51,"Over LOQ",510
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB138",1993,41,"Over LOQ",540
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB138",1994,28,"Over LOQ",560
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB138",1995,48,"Over LOQ",560
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB138",1996,46,"Over LOQ",540
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB138",1997,35,"Over LOQ",480
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB138",1998,41.5,"Over LOQ",535
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB138",1999,55,"Over LOQ",490
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB138",2000,50,"Over LOQ",570
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB138",2001,38,"Over LOQ",595
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB138",2002,28,"Over LOQ",540
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB138",2003,28,"Over LOQ",525
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB138",2004,49,"Over LOQ",535
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB138",2005,53,"Over LOQ",505
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB138",2006,32,"Over LOQ",495
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB138",2007,40,"Over LOQ",610
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB138",2008,18,"Over LOQ",563.5
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB138",2009,18,"Over LOQ",500
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB138",2010,24,"Over LOQ",445
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB138",2011,31,"Over LOQ",490
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB138",2012,30,"Over LOQ",500
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB138",2013,36,"Over LOQ",595
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB138",2014,24,"Over LOQ",NA
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB138",2015,24,"Over LOQ",620
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB138",2016,27,"Over LOQ",650
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB138",2017,35.1,"Over LOQ",620
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB138",2018,21,"Over LOQ",540
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB138",2019,34.8,"Over LOQ",NA
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB138",2020,26.6,"Over LOQ",527.5
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB153",1990,80,"Over LOQ",520
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB153",1991,106.5,"Over LOQ",440
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB153",1992,86,"Over LOQ",510
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB153",1993,79,"Over LOQ",540
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB153",1994,48,"Over LOQ",560
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB153",1995,75,"Over LOQ",560
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB153",1996,73,"Over LOQ",540
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB153",1997,52,"Over LOQ",480
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB153",1998,80.5,"Over LOQ",535
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB153",1999,100,"Over LOQ",490
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB153",2000,91,"Over LOQ",570
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB153",2001,65,"Over LOQ",595
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB153",2002,51,"Over LOQ",540
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB153",2003,44,"Over LOQ",525
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB153",2004,83,"Over LOQ",535
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB153",2005,84,"Over LOQ",505
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB153",2006,61,"Over LOQ",495
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB153",2007,68,"Over LOQ",610
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB153",2008,32,"Over LOQ",563.5
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB153",2009,32,"Over LOQ",500
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB153",2010,61,"Over LOQ",445
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB153",2011,59,"Over LOQ",490
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB153",2012,53,"Over LOQ",500
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB153",2013,64,"Over LOQ",595
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB153",2014,46.5,"Over LOQ",NA
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB153",2015,44,"Over LOQ",620
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB153",2016,46,"Over LOQ",650
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB153",2017,61.3,"Over LOQ",620
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB153",2018,49.3,"Over LOQ",540
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB153",2019,61.9,"Over LOQ",NA
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB153",2020,52.7,"Over LOQ",527.5
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB180",1990,39,"Over LOQ",520
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB180",1991,33,"Over LOQ",440
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB180",1992,26,"Over LOQ",510
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB180",1993,18,"Over LOQ",540
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB180",1994,14,"Over LOQ",560
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB180",1995,19,"Over LOQ",560
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB180",1996,19,"Over LOQ",540
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB180",1997,15,"Over LOQ",480
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB180",1998,19.5,"Over LOQ",535
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB180",1999,25,"Over LOQ",490
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB180",2000,25,"Over LOQ",570
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB180",2001,21,"Over LOQ",595
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB180",2002,14,"Over LOQ",540
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB180",2003,9.8,"Over LOQ",525
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB180",2004,19,"Over LOQ",535
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB180",2005,21,"Over LOQ",505
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB180",2006,16,"Over LOQ",495
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB180",2007,19,"Over LOQ",610
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB180",2008,11.5,"Over LOQ",563.5
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB180",2009,7.3,"Over LOQ",500
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB180",2010,15,"Over LOQ",445
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB180",2011,13,"Over LOQ",490
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB180",2012,14,"Over LOQ",500
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB180",2013,21,"Over LOQ",595
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB180",2014,14,"Over LOQ",NA
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB180",2015,11,"Over LOQ",620
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB180",2016,11,"Over LOQ",650
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB180",2017,14.1,"Over LOQ",620
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB180",2018,14.2,"Over LOQ",540
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB180",2019,18.1,"Over LOQ",NA
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB180",2020,15.1,"Over LOQ",527.5
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB28",1990,4,"Over LOQ",520
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB28",1991,4,"Under LOQ",440
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB28",1992,5,"Under LOQ",510
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB28",1993,4,"Under LOQ",540
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB28",1994,3,"Over LOQ",550
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB28",1995,3,"Under LOQ",560
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB28",1996,3,"Over LOQ",540
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB28",1997,2,"Over LOQ",480
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB28",1998,4,"Under LOQ",535
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB28",1999,3,"Under LOQ",490
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB28",2000,2.8,"Under LOQ",570
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB28",2001,2,"Over LOQ",595
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB28",2002,2.2,"Under LOQ",540
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB28",2003,3,"Under LOQ",525
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB28",2004,3,"Over LOQ",535
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB28",2005,2.4,"Over LOQ",505
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB28",2006,1,"Under LOQ",495
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB28",2007,2,"Under LOQ",610
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB28",2008,1,"Under LOQ",563.5
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB28",2009,1.1,"Over LOQ",500
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB28",2010,1.6,"Over LOQ",445
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB28",2011,1.5,"Over LOQ",490
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB28",2012,1,"Under LOQ",500
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB28",2013,1.4,"Over LOQ",595
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB28",2014,1,"Under LOQ",NA
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB28",2015,1.8,"Over LOQ",620
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB28",2016,1,"Under LOQ",650
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB28",2017,1,"Over LOQ",620
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB28",2018,0.835,"Over LOQ",540
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB28",2019,3.28,"Under LOQ",NA
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB28",2020,0.663,"Over LOQ",527.5
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB52",1990,3,"Over LOQ",520
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB52",1991,3.5,"Under LOQ",440
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB52",1992,5,"Over LOQ",510
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB52",1993,6,"Over LOQ",540
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB52",1994,7,"Over LOQ",560
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB52",1995,5,"Over LOQ",560
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB52",1996,4,"Over LOQ",540
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB52",1997,2,"Under LOQ",480
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB52",1998,4,"Under LOQ",535
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB52",1999,3.7,"Under LOQ",490
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB52",2000,3.7,"Over LOQ",570
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB52",2001,3.1,"Over LOQ",595
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB52",2002,3,"Over LOQ",510
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB52",2003,4.5,"Over LOQ",525
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB52",2004,5,"Over LOQ",535
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB52",2005,3.3,"Over LOQ",505
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB52",2006,2,"Under LOQ",495
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB52",2007,2.8,"Over LOQ",610
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB52",2008,1.9,"Over LOQ",563.5
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB52",2009,1.6,"Over LOQ",500
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB52",2010,2,"Over LOQ",445
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB52",2011,1.9,"Over LOQ",490
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB52",2012,1,"Under LOQ",500
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB52",2013,2.7,"Over LOQ",595
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB52",2014,1.7,"Over LOQ",NA
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB52",2015,4.7,"Over LOQ",620
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB52",2016,1.3,"Over LOQ",650
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB52",2017,1.84,"Over LOQ",620
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB52",2018,1.84,"Over LOQ",540
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB52",2019,3.31,"Under LOQ",NA
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CB52",2020,1.72,"Over LOQ",527.5
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CD",1990,0.022,"Over LOQ",520
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CD",1991,0.024,"Over LOQ",420
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CD",1992,0.02,"Over LOQ",510
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CD",1993,0.025,"Over LOQ",540
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CD",1994,0.015,"Over LOQ",560
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CD",1995,0.026,"Over LOQ",560
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CD",1996,0.014,"Over LOQ",540
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CD",1997,0.029,"Over LOQ",480
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CD",1998,0.025,"Over LOQ",530
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CD",1999,0.033,"Over LOQ",490
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CD",2000,0.019,"Over LOQ",570
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CD",2001,0.025,"Over LOQ",570
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CD",2002,0.0206,"Over LOQ",540
"23B","Bømlo, Outer Selbjørnfjord",5.1086,5.108565,"Gadus morhua","Lever","CD",2003,0.0163,"Over LOQ",525
