"Station_code","Station_name","Lat","Long","Species","Tissue","Substance","Year","Conc","Limit_of_quantification","Body_length"
"71A","Bjørkøya, Langesundfjord",9.7537,9.75366666666667,"Mytilus edulis","Whole soft body","HG",2010,0.034,"Over LOQ",63.7
"71A","Bjørkøya, Langesundfjord",9.7537,9.75366666666667,"Mytilus edulis","Whole soft body","HG",2011,0.032,"Over LOQ",64.8
"71A","Bjørkøya, Langesundfjord",9.7537,9.75366666666667,"Mytilus edulis","Whole soft body","HG",2012,0.042,"Over LOQ",62.8
"71A","Bjørkøya, Langesundfjord",9.7537,9.75366666666667,"Mytilus edulis","Whole soft body","HG",2013,0.029,"Over LOQ",69.7
"71A","Bjørkøya, Langesundfjord",9.7537,9.75366666666667,"Mytilus edulis","Whole soft body","HG",2014,0.037,"Over LOQ",NA
"71A","Bjørkøya, Langesundfjord",9.7537,9.75366666666667,"Mytilus edulis","Whole soft body","HG",2015,0.021,"Over LOQ",NA
"71A","Bjørkøya, Langesundfjord",9.7537,9.75366666666667,"Mytilus edulis","Whole soft body","HG",2016,0.029,"Over LOQ",NA
"71A","Bjørkøya, Langesundfjord",9.7537,9.75366666666667,"Mytilus edulis","Whole soft body","HG",2017,0.032,"Over LOQ",NA
"71A","Bjørkøya, Langesundfjord",9.7537,9.75366666666667,"Mytilus edulis","Whole soft body","HG",2020,0.027,"Over LOQ",NA
"71A","Bjørkøya, Langesundfjord",9.7537,9.75366666666667,"Mytilus edulis","Whole soft body","NI",1983,0.24,"Over LOQ",36
"71A","Bjørkøya, Langesundfjord",9.7537,9.75366666666667,"Mytilus edulis","Whole soft body","NI",2008,0.17,"Over LOQ",45
"71A","Bjørkøya, Langesundfjord",9.7537,9.75366666666667,"Mytilus edulis","Whole soft body","NI",2009,0.18,"Over LOQ",33.7
"71A","Bjørkøya, Langesundfjord",9.7537,9.75366666666667,"Mytilus edulis","Whole soft body","NI",2010,0.17,"Over LOQ",63.7
"71A","Bjørkøya, Langesundfjord",9.7537,9.75366666666667,"Mytilus edulis","Whole soft body","NI",2011,0.23,"Over LOQ",64.8
"71A","Bjørkøya, Langesundfjord",9.7537,9.75366666666667,"Mytilus edulis","Whole soft body","NI",2012,0.29,"Over LOQ",62.8
"71A","Bjørkøya, Langesundfjord",9.7537,9.75366666666667,"Mytilus edulis","Whole soft body","NI",2013,0.15,"Over LOQ",69.7
"71A","Bjørkøya, Langesundfjord",9.7537,9.75366666666667,"Mytilus edulis","Whole soft body","NI",2014,0.16,"Over LOQ",NA
"71A","Bjørkøya, Langesundfjord",9.7537,9.75366666666667,"Mytilus edulis","Whole soft body","NI",2015,0.19,"Over LOQ",NA
"71A","Bjørkøya, Langesundfjord",9.7537,9.75366666666667,"Mytilus edulis","Whole soft body","NI",2016,0.19,"Over LOQ",NA
"71A","Bjørkøya, Langesundfjord",9.7537,9.75366666666667,"Mytilus edulis","Whole soft body","NI",2017,0.84,"Over LOQ",NA
"71A","Bjørkøya, Langesundfjord",9.7537,9.75366666666667,"Mytilus edulis","Whole soft body","NI",2020,0.33,"Over LOQ",NA
"71A","Bjørkøya, Langesundfjord",9.7537,9.75366666666667,"Mytilus edulis","Whole soft body","PA",2012,1.4,"Over LOQ",62.8
"71A","Bjørkøya, Langesundfjord",9.7537,9.75366666666667,"Mytilus edulis","Whole soft body","PA",2013,1.3,"Over LOQ",69.7
"71A","Bjørkøya, Langesundfjord",9.7537,9.75366666666667,"Mytilus edulis","Whole soft body","PA",2014,0.5,"Under LOQ",NA
"71A","Bjørkøya, Langesundfjord",9.7537,9.75366666666667,"Mytilus edulis","Whole soft body","PA",2015,1.2,"Over LOQ",NA
"71A","Bjørkøya, Langesundfjord",9.7537,9.75366666666667,"Mytilus edulis","Whole soft body","PA",2016,1.7,"Over LOQ",NA
"71A","Bjørkøya, Langesundfjord",9.7537,9.75366666666667,"Mytilus edulis","Whole soft body","PA",2017,3.23,"Over LOQ",NA
"71A","Bjørkøya, Langesundfjord",9.7537,9.75366666666667,"Mytilus edulis","Whole soft body","PA",2020,5,"Under LOQ",NA
"71A","Bjørkøya, Langesundfjord",9.7537,9.75366666666667,"Mytilus edulis","Whole soft body","PYR",2012,2.4,"Over LOQ",62.8
"71A","Bjørkøya, Langesundfjord",9.7537,9.75366666666667,"Mytilus edulis","Whole soft body","PYR",2013,2.1,"Over LOQ",69.7
"71A","Bjørkøya, Langesundfjord",9.7537,9.75366666666667,"Mytilus edulis","Whole soft body","PYR",2014,3.4,"Over LOQ",NA
"71A","Bjørkøya, Langesundfjord",9.7537,9.75366666666667,"Mytilus edulis","Whole soft body","PYR",2015,3,"Over LOQ",NA
"71A","Bjørkøya, Langesundfjord",9.7537,9.75366666666667,"Mytilus edulis","Whole soft body","PYR",2016,2.6,"Over LOQ",NA
"71A","Bjørkøya, Langesundfjord",9.7537,9.75366666666667,"Mytilus edulis","Whole soft body","PYR",2017,4.69,"Over LOQ",NA
"71A","Bjørkøya, Langesundfjord",9.7537,9.75366666666667,"Mytilus edulis","Whole soft body","PYR",2020,1.53,"Over LOQ",NA
"71A","Bjørkøya, Langesundfjord",9.7537,9.75366666666667,"Mytilus edulis","Whole soft body","ZN",1983,15.699,"Over LOQ",36
"71A","Bjørkøya, Langesundfjord",9.7537,9.75366666666667,"Mytilus edulis","Whole soft body","ZN",1984,20.5,"Over LOQ",35
"71A","Bjørkøya, Langesundfjord",9.7537,9.75366666666667,"Mytilus edulis","Whole soft body","ZN",1985,17.3115,"Over LOQ",30
"71A","Bjørkøya, Langesundfjord",9.7537,9.75366666666667,"Mytilus edulis","Whole soft body","ZN",1986,21.6795,"Over LOQ",29.5
"71A","Bjørkøya, Langesundfjord",9.7537,9.75366666666667,"Mytilus edulis","Whole soft body","ZN",1987,17.38,"Over LOQ",33
"71A","Bjørkøya, Langesundfjord",9.7537,9.75366666666667,"Mytilus edulis","Whole soft body","ZN",1988,18.252,"Over LOQ",34
"71A","Bjørkøya, Langesundfjord",9.7537,9.75366666666667,"Mytilus edulis","Whole soft body","ZN",1989,23.9,"Over LOQ",35
"71A","Bjørkøya, Langesundfjord",9.7537,9.75366666666667,"Mytilus edulis","Whole soft body","ZN",1990,24.5,"Over LOQ",35
"71A","Bjørkøya, Langesundfjord",9.7537,9.75366666666667,"Mytilus edulis","Whole soft body","ZN",1991,23.7,"Over LOQ",34
"71A","Bjørkøya, Langesundfjord",9.7537,9.75366666666667,"Mytilus edulis","Whole soft body","ZN",1992,28,"Over LOQ",35
"71A","Bjørkøya, Langesundfjord",9.7537,9.75366666666667,"Mytilus edulis","Whole soft body","ZN",1993,21.4,"Over LOQ",35
"71A","Bjørkøya, Langesundfjord",9.7537,9.75366666666667,"Mytilus edulis","Whole soft body","ZN",1994,25.3,"Over LOQ",35.3
"71A","Bjørkøya, Langesundfjord",9.7537,9.75366666666667,"Mytilus edulis","Whole soft body","ZN",1995,23.1,"Over LOQ",36.1
"71A","Bjørkøya, Langesundfjord",9.7537,9.75366666666667,"Mytilus edulis","Whole soft body","ZN",1996,20.4,"Over LOQ",35
"71A","Bjørkøya, Langesundfjord",9.7537,9.75366666666667,"Mytilus edulis","Whole soft body","ZN",1997,20.7,"Over LOQ",34.7
"71A","Bjørkøya, Langesundfjord",9.7537,9.75366666666667,"Mytilus edulis","Whole soft body","ZN",1998,20.2,"Over LOQ",33.8
"71A","Bjørkøya, Langesundfjord",9.7537,9.75366666666667,"Mytilus edulis","Whole soft body","ZN",1999,17.6,"Over LOQ",34.8
"71A","Bjørkøya, Langesundfjord",9.7537,9.75366666666667,"Mytilus edulis","Whole soft body","ZN",2000,15.8,"Over LOQ",34.4
"71A","Bjørkøya, Langesundfjord",9.7537,9.75366666666667,"Mytilus edulis","Whole soft body","ZN",2001,14.5,"Over LOQ",34.4
"71A","Bjørkøya, Langesundfjord",9.7537,9.75366666666667,"Mytilus edulis","Whole soft body","ZN",2002,20.9,"Over LOQ",35.2
"71A","Bjørkøya, Langesundfjord",9.7537,9.75366666666667,"Mytilus edulis","Whole soft body","ZN",2003,18.9,"Over LOQ",34.4
"71A","Bjørkøya, Langesundfjord",9.7537,9.75366666666667,"Mytilus edulis","Whole soft body","ZN",2004,14.9,"Over LOQ",36.2
"71A","Bjørkøya, Langesundfjord",9.7537,9.75366666666667,"Mytilus edulis","Whole soft body","ZN",2005,15.3,"Over LOQ",34.4
"71A","Bjørkøya, Langesundfjord",9.7537,9.75366666666667,"Mytilus edulis","Whole soft body","ZN",2006,14.6,"Over LOQ",34.9
"71A","Bjørkøya, Langesundfjord",9.7537,9.75366666666667,"Mytilus edulis","Whole soft body","ZN",2007,13.95,"Over LOQ",39.3
"71A","Bjørkøya, Langesundfjord",9.7537,9.75366666666667,"Mytilus edulis","Whole soft body","ZN",2008,18.7,"Over LOQ",34.3
"71A","Bjørkøya, Langesundfjord",9.7537,9.75366666666667,"Mytilus edulis","Whole soft body","ZN",2009,17.8,"Over LOQ",33.7
"71A","Bjørkøya, Langesundfjord",9.7537,9.75366666666667,"Mytilus edulis","Whole soft body","ZN",2010,13.4,"Over LOQ",63.7
"71A","Bjørkøya, Langesundfjord",9.7537,9.75366666666667,"Mytilus edulis","Whole soft body","ZN",2011,20.3,"Over LOQ",64.8
"71A","Bjørkøya, Langesundfjord",9.7537,9.75366666666667,"Mytilus edulis","Whole soft body","ZN",2012,15,"Over LOQ",62.8
"71A","Bjørkøya, Langesundfjord",9.7537,9.75366666666667,"Mytilus edulis","Whole soft body","ZN",2013,13,"Over LOQ",69.7
"71A","Bjørkøya, Langesundfjord",9.7537,9.75366666666667,"Mytilus edulis","Whole soft body","ZN",2014,14,"Over LOQ",NA
"71A","Bjørkøya, Langesundfjord",9.7537,9.75366666666667,"Mytilus edulis","Whole soft body","ZN",2015,13,"Over LOQ",NA
"71A","Bjørkøya, Langesundfjord",9.7537,9.75366666666667,"Mytilus edulis","Whole soft body","ZN",2016,14,"Over LOQ",NA
"71A","Bjørkøya, Langesundfjord",9.7537,9.75366666666667,"Mytilus edulis","Whole soft body","ZN",2017,20,"Over LOQ",NA
"71A","Bjørkøya, Langesundfjord",9.7537,9.75366666666667,"Mytilus edulis","Whole soft body","ZN",2020,17,"Over LOQ",NA
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","BDE100",2009,4.7,"Over LOQ",430
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","BDE100",2010,1.8,"Over LOQ",335
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","BDE100",2011,4.75,"Over LOQ",612.5
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","BDE100",2012,6.55,"Over LOQ",640
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","BDE100",2013,1.5,"Over LOQ",660
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","BDE100",2014,3,"Over LOQ",675
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","BDE100",2015,2.5,"Over LOQ",700
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","BDE100",2016,1.95,"Over LOQ",635
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","BDE100",2017,1.29,"Over LOQ",645
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","BDE100",2018,1.99,"Over LOQ",630
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","BDE100",2019,1.8,"Over LOQ",NA
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","BDE100",2020,2.12,"Over LOQ",637.5
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","BDE154",2009,1.1,"Over LOQ",430
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","BDE154",2010,0.485,"Over LOQ",335
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","BDE154",2011,0.865,"Over LOQ",612.5
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","BDE154",2012,1.08,"Over LOQ",640
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","BDE154",2013,0.39,"Over LOQ",660
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","BDE154",2014,0.86,"Over LOQ",675
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","BDE154",2015,1,"Over LOQ",700
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","BDE154",2016,0.56,"Over LOQ",635
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","BDE154",2017,0.393,"Over LOQ",645
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","BDE154",2018,0.488,"Over LOQ",630
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","BDE154",2019,0.392,"Over LOQ",NA
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","BDE154",2020,0.575,"Over LOQ",637.5
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","BDE28",2009,0.98,"Over LOQ",430
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","BDE28",2010,0.745,"Over LOQ",335
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","BDE28",2011,1.3,"Over LOQ",612.5
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","BDE28",2014,0.44,"Over LOQ",675
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","BDE28",2015,0.43,"Over LOQ",700
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","BDE28",2016,0.235,"Over LOQ",635
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","BDE28",2017,0.333,"Over LOQ",645
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","BDE28",2018,0.294,"Over LOQ",630
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","BDE28",2019,0.23,"Over LOQ",NA
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","BDE28",2020,0.3315,"Over LOQ",637.5
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","BDE47",2009,28,"Over LOQ",430
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","BDE47",2010,10.8,"Over LOQ",335
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","BDE47",2011,31,"Over LOQ",612.5
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","BDE47",2012,38,"Over LOQ",640
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","BDE47",2013,9.2,"Over LOQ",660
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","BDE47",2014,12,"Over LOQ",675
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","BDE47",2015,11,"Over LOQ",700
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","BDE47",2016,9.45,"Over LOQ",635
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","BDE47",2017,6.54,"Over LOQ",645
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","BDE47",2018,8.7,"Over LOQ",630
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","BDE47",2019,6.16,"Over LOQ",NA
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","BDE47",2020,8.54,"Over LOQ",637.5
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","BDE49",2009,1.9,"Over LOQ",430
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","BDE49",2010,0.48,"Over LOQ",335
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","BDE49",2011,6.9,"Over LOQ",612.5
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","BDE49",2017,0.973,"Over LOQ",645
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","BDE49",2018,2.98,"Over LOQ",630
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","BDE49",2019,1.4,"Over LOQ",NA
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","BDE49",2020,2.46,"Over LOQ",637.5
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","CB101",2009,110,"Over LOQ",430
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","CB101",2010,51,"Over LOQ",335
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","CB101",2011,24,"Over LOQ",600
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","CB101",2012,31.5,"Over LOQ",640
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","CB101",2013,15,"Over LOQ",660
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","CB101",2014,13,"Over LOQ",675
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","CB101",2015,13,"Over LOQ",700
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","CB101",2016,10.65,"Over LOQ",635
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","CB101",2017,13.8,"Over LOQ",645
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","CB101",2018,14.1,"Over LOQ",630
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","CB101",2019,13.1,"Over LOQ",NA
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","CB101",2020,24.9,"Over LOQ",635
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","CB118",2009,150,"Over LOQ",430
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","CB118",2010,83,"Over LOQ",335
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","CB118",2011,29,"Over LOQ",600
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","CB118",2012,41.5,"Over LOQ",640
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","CB118",2013,13,"Over LOQ",660
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","CB118",2014,12,"Over LOQ",675
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","CB118",2015,22,"Over LOQ",700
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","CB118",2016,11.5,"Over LOQ",635
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","CB118",2017,32.2,"Over LOQ",645
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","CB118",2018,13.5,"Over LOQ",630
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","CB118",2019,22.8,"Over LOQ",NA
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","CB118",2020,19.4,"Over LOQ",635
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","CB138",2009,320,"Over LOQ",430
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","CB138",2010,135,"Over LOQ",335
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","CB138",2011,70,"Over LOQ",600
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","CB138",2012,105,"Over LOQ",640
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","CB138",2013,38,"Over LOQ",660
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","CB138",2014,38,"Over LOQ",675
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","CB138",2015,60,"Over LOQ",700
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","CB138",2016,36,"Over LOQ",635
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","CB138",2017,94.1,"Over LOQ",645
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","CB138",2018,36.2,"Over LOQ",630
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","CB138",2019,58,"Over LOQ",NA
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","CB138",2020,55.9,"Over LOQ",635
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","CB153",2009,480,"Over LOQ",430
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","CB153",2010,255,"Over LOQ",335
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","CB153",2011,120,"Over LOQ",600
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","CB153",2012,130,"Over LOQ",640
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","CB153",2013,50,"Over LOQ",660
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","CB153",2014,49,"Over LOQ",675
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","CB153",2015,73,"Over LOQ",700
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","CB153",2016,40.5,"Over LOQ",635
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","CB153",2017,154,"Over LOQ",645
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","CB153",2018,57.7,"Over LOQ",630
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","CB153",2019,95.7,"Over LOQ",NA
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","CB153",2020,74.1,"Over LOQ",635
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","CB180",2009,160,"Over LOQ",430
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","CB180",2010,97.5,"Over LOQ",335
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","CB180",2011,27,"Over LOQ",600
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","CB180",2012,35.5,"Over LOQ",640
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","CB180",2013,12,"Over LOQ",660
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","CB180",2014,10,"Over LOQ",675
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","CB180",2015,19,"Over LOQ",700
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","CB180",2016,11.5,"Over LOQ",635
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","CB180",2017,47.5,"Over LOQ",645
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","CB180",2018,14.6,"Over LOQ",630
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","CB180",2019,21.9,"Over LOQ",NA
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","CB180",2020,19,"Over LOQ",635
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","CB28",2009,9.2,"Over LOQ",430
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","CB28",2010,15.5,"Over LOQ",335
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","CB28",2011,2,"Over LOQ",600
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","CB28",2012,2.5,"Over LOQ",640
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","CB28",2013,1.9,"Over LOQ",660
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","CB28",2014,1.8,"Over LOQ",675
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","CB28",2015,1.7,"Over LOQ",700
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","CB28",2016,1.45,"Over LOQ",635
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","CB28",2017,1.53,"Over LOQ",645
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","CB28",2018,2.18,"Over LOQ",630
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","CB28",2019,3.25,"Under LOQ",NA
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","CB28",2020,2.92,"Over LOQ",635
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","CB52",2009,21,"Over LOQ",430
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","CB52",2010,12.7,"Over LOQ",335
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","CB52",2011,4.8,"Over LOQ",600
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","CB52",2012,11,"Over LOQ",640
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","CB52",2013,4.9,"Over LOQ",660
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","CB52",2014,4.1,"Over LOQ",675
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","CB52",2015,4.9,"Over LOQ",700
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","CB52",2016,3.8,"Over LOQ",635
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","CB52",2017,2.68,"Over LOQ",645
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","CB52",2018,4.79,"Over LOQ",630
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","CB52",2019,3.49,"Over LOQ",NA
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","CB52",2020,8.3,"Over LOQ",635
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","CD",2009,0.019,"Over LOQ",430
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","CD",2010,0.018,"Over LOQ",335
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","CD",2011,0.043,"Over LOQ",600
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","CD",2012,0.0505,"Over LOQ",640
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","CD",2013,0.014,"Over LOQ",660
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","CD",2014,0.012,"Over LOQ",675
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","CD",2015,0.026,"Over LOQ",700
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","CD",2016,0.027,"Over LOQ",635
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","CD",2017,0.05,"Over LOQ",645
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","CD",2018,0.011,"Over LOQ",630
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","CD",2019,0.03,"Over LOQ",NA
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","CD",2020,0.034,"Over LOQ",635
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","CR",2009,0.3,"Under LOQ",430
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","CR",2010,0.2,"Under LOQ",335
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","CR",2011,0.2,"Under LOQ",600
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","CR",2012,0.095,"Over LOQ",640
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","CR",2013,0.031,"Over LOQ",660
"80B","Trondheim harbour",10.3717,10.371726,"Gadus morhua","Lever","CR",2014,0.075,"Over LOQ",675
